device,name,admin_status,oper_status,description,speed
DA-RDLAB-SW0,ge-0/0/0,up,down,Lab_105,Auto
DA-RDLAB-SW0,pfe-0/0/0,up,up,None,800mbps
DA-RDLAB-SW0,pfh-0/0/0,up,up,None,800mbps
DA-RDLAB-SW0,ge-0/0/1,up,down,Lab_097,Auto
DA-RDLAB-SW0,ge-0/0/2,up,down,Lab_106,Auto
DA-RDLAB-SW0,ge-0/0/3,up,down,Lab_098,Auto
DA-RDLAB-SW0,ge-0/0/4,up,down,Lab_107,Auto
DA-RDLAB-SW0,ge-0/0/5,up,down,Lab_099,Auto
DA-RDLAB-SW0,ge-0/0/6,up,down,Lab_108,Auto
DA-RDLAB-SW0,ge-0/0/7,up,down,Lab_100,Auto
DA-RDLAB-SW0,ge-0/0/8,up,down,Lab_109,Auto
DA-RDLAB-SW0,ge-0/0/9,up,up,Lab_101,Auto
DA-RDLAB-SW0,ge-0/0/10,up,down,Lab_110,Auto
DA-RDLAB-SW0,ge-0/0/11,up,up,EdgeQ RPI - Ben Wheare,Auto
DA-RDLAB-SW0,ge-0/0/12,up,up,Fibrolan Switch (Steve) port 5,Auto
DA-RDLAB-SW0,ge-0/0/13,up,down,Lab_103,Auto
DA-RDLAB-SW0,ge-0/0/14,up,down,None,Auto
DA-RDLAB-SW0,ge-0/0/15,up,down,Lab_104,Auto
DA-RDLAB-SW0,ge-0/0/16,up,up,Stuart's Automation Lab - Netgear rack0,Auto
DA-RDLAB-SW0,ge-0/0/17,up,down,None,Auto
DA-RDLAB-SW0,ge-0/0/18,up,down,Lab_009 Support Lab,Auto
DA-RDLAB-SW0,ge-0/0/19,up,up,Nithilan Split 6 Lab,Auto
DA-RDLAB-SW0,ge-0/0/20,up,down,Lab_074 - Santosh Radisys Test,Auto
DA-RDLAB-SW0,ge-0/0/21,up,down,None,Auto
DA-RDLAB-SW0,ge-0/0/22,up,down,Lab_075 - Santosh Radisys Test,Auto
DA-RDLAB-SW0,ge-0/0/23,up,up,Lab_117,Auto
DA-RDLAB-SW0,xe-0/1/3,up,up,DA-RDLAB-SW1,10Gbps
DA-RDLAB-SW0,bme0,up,up,None,None
DA-RDLAB-SW0,cbp0,up,up,None,None
DA-RDLAB-SW0,dsc,up,up,None,None
DA-RDLAB-SW0,esi,up,up,None,Unlimited
DA-RDLAB-SW0,gre,up,up,None,Unlimited
DA-RDLAB-SW0,ipip,up,up,None,Unlimited
DA-RDLAB-SW0,irb,up,up,None,None
DA-RDLAB-SW0,jsrv,up,up,None,None
DA-RDLAB-SW0,lo0,up,up,None,None
DA-RDLAB-SW0,lsi,up,up,None,Unlimited
DA-RDLAB-SW0,me0,up,down,None,None
DA-RDLAB-SW0,mtun,up,up,None,Unlimited
DA-RDLAB-SW0,pimd,up,up,None,Unlimited
DA-RDLAB-SW0,pime,up,up,None,Unlimited
DA-RDLAB-SW0,pip0,up,up,None,None
DA-RDLAB-SW0,tap,up,up,None,Unlimited
DA-RDLAB-SW0,vme,up,down,None,None
DA-RDLAB-SW0,vtep,up,up,None,Unlimited
